mturkID,experimentGroup,study,videoTreatment,ctaTreatment,video,vidEmotionHappyChar,vidEmotionHappyNum,vidEmotionSadChar,vidEmotionSadNum,vidEmotionInterestedChar,vidEmotionInterestedNum,vidEmotionInspiredChar,vidEmotionInspiredNum,vidEmotionAngryChar,vidEmotionAngryNum,vidEmotionGuiltyChar,vidEmotionGuiltyNum,vidEmotionDisgustedChar,vidEmotionDisgustedNum,female,ageCont,ageGroup,meatConsumpChar,meatConsumpNum,meatConsumpReduce,meatConsumpIncrease,meatConsumpEliminate,meatConsumpEliminateGreatlyDecrease,attitude1Char,attitude1Num,attitude1Binary,attitude2Char,attitude2Num,attitude2Binary,attitude3Char,attitude3Num,attitude3Binary,attitude4Char,attitude4Num,attitude4Binary,attitude5Char,attitude5Num,attitude5Binary,attitude6Char,attitude6Num,attitude6Binary,vsgBinary,vegetarianSelfReport,attitude1Num.std,attitude2Num.std,attitude3Num.std,attitude4Num.std,attitude5Num.std,attitude6Num.std,vsgBinary.std,meatConsumpReduce.std,combinedFoodAttitudes.std,combinedAnimalAttitudes.std,combinedAllAttitudes.std,combinedOutcome1.std,combinedOutcome2.std,combinedOutcome3.std
616,loveDogsPigsCTA2,part1,cute,cta2,loveDogsPigs,quiteAbit,4,moderately,3,quiteAbit,4,moderately,3,aLittle,2,aLittle,2,aLittle,2,0,49,46to50,maintain,4,0,0,0,0,agree,4,1,agree,4,1,neutral,3,0,neutral,3,0,agree,4,1,agree,4,1,0,NA,0.315647196,0.61042928,-0.586843507,-0.137056821,0.514318018,-0.592500882,-0.569360532,-0.581860568,-0.037823683,0.079154777,0.020665547,-0.128403477,-0.277472501,-0.376851851
617,controlCTA2,controlOnly,control,cta2,control,moderately,3,aLittle,2,moderately,3,moderately,3,slightlyNotAtAll,1,aLittle,2,slightlyNotAtAll,1,1,49,46to50,maintain,4,0,0,0,0,neutral,3,0,neutral,3,0,neutral,3,0,disagree,2,0,neutral,3,0,agree,4,1,0,NA,-0.686745927,-0.362418864,-0.586843507,-0.996988573,-0.421299207,-0.592500882,-0.569360532,-0.581860568,-0.648750314,-0.566848672,-0.607799493,-0.599752257,-0.591705022,-0.586340198
618,stuffEatCTA1,part1,lifestyle,cta1,stuffEat,moderately,3,slightlyNotAtAll,1,quiteAbit,4,moderately,3,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,39,36to40,maintain,4,0,0,0,0,agree,4,1,disagree,2,0,disagree,2,0,disagree,2,0,neutral,3,0,agree,4,1,1,NA,0.315647196,-1.335267007,-1.566557716,-0.996988573,-0.421299207,-0.592500882,1.755677982,-0.581860568,-1.299604432,-0.232717631,-0.766161031,-0.427893597,-0.089626162,0.135885461
619,happyFreeCTA3,part2,compare,cta3,happyFree,slightlyNotAtAll,1,slightlyNotAtAll,1,moderately,3,aLittle,2,moderately,3,moderately,3,quiteAbit,4,0,23,22to25,maintain,4,0,0,0,0,agree,4,1,neutral,3,0,agree,4,1,disagree,2,0,agree,4,1,agree,4,1,0,NA,0.315647196,-0.362418864,0.392870702,-0.996988573,0.514318018,-0.592500882,-0.569360532,-0.581860568,-0.322178911,0.079154777,-0.121512067,-0.235036688,-0.348561309,-0.424244389
620,happyFreeCTA4,part1,compare,noCta,happyFree,moderately,3,moderately,3,moderately,3,moderately,3,aLittle,2,moderately,3,moderately,3,0,46,46to50,maintain,4,0,0,0,0,disagree,2,0,disagree,2,0,agree,4,1,agree,4,1,stronglyDisagree,1,0,disagree,2,0,0,NA,-1.68913905,-1.335267007,0.392870702,0.722874931,-2.292533657,-3.478013652,-0.569360532,-0.581860568,-0.073173791,-2.48656212,-1.279867956,-1.103803604,-0.927739253,-0.810363019
621,controlCTA3,controlOnly,control,cta3,control,slightlyNotAtAll,1,slightlyNotAtAll,1,moderately,3,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,30,26to30,maintain,4,0,0,0,0,stronglyAgree,5,1,stronglyAgree,5,1,agree,4,1,stronglyAgree,5,1,disagree,2,0,stronglyAgree,5,1,0,NA,1.318040319,1.583277423,0.392870702,1.582806683,-1.356916432,0.850255503,-0.569360532,-0.581860568,1.186318269,0.270459797,0.728389033,0.402389137,0.076389241,-0.140944022
622,kitchenCTA3,part2,lifestyle,cta3,kitchen,moderately,3,slightlyNotAtAll,1,moderately,3,moderately,3,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,28,26to30,maintain,4,0,0,0,0,neutral,3,0,neutral,3,0,agree,4,1,agree,4,1,neutral,3,0,agree,4,1,0,NA,-0.686745927,-0.362418864,0.392870702,0.722874931,-0.421299207,-0.592500882,-0.569360532,-0.581860568,0.251108923,-0.566848672,-0.157869874,-0.262305043,-0.366740212,-0.436363658
623,kitchenCTA2,part2,lifestyle,cta2,kitchen,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,25,22to25,maintain,4,0,0,0,0,agree,4,1,agree,4,1,stronglyAgree,5,1,stronglyAgree,5,1,agree,4,1,stronglyAgree,5,1,0,NA,0.315647196,0.61042928,1.372584911,1.582806683,0.514318018,0.850255503,-0.569360532,-0.581860568,1.188606958,0.560073572,0.874340265,0.511852561,0.149364857,-0.092293612
624,loseAppetiteCTA3,part2,cruel,cta3,loseAppetite,slightlyNotAtAll,1,extremely,5,extremely,5,slightlyNotAtAll,1,extremely,5,extremely,5,extremely,5,1,58,51orOlder,greatlyDecrease,2,1,0,0,1,stronglyAgree,5,1,stronglyAgree,5,1,stronglyAgree,5,1,agree,4,1,stronglyAgree,5,1,stronglyAgree,5,1,0,NA,1.318040319,1.583277423,1.372584911,0.722874931,1.449935243,0.850255503,-0.569360532,1.717958921,1.226245755,1.206077022,1.216161388,1.05569584,0.895230291,0.788253259
625,veganSwapCTA4,part2,lifestyle,noCta,veganSwap,moderately,3,slightlyNotAtAll,1,moderately,3,moderately,3,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,23,22to25,maintain,4,0,0,0,0,stronglyAgree,5,1,neutral,3,0,stronglyAgree,5,1,stronglyAgree,5,1,neutral,3,0,agree,4,1,0,NA,1.318040319,-0.362418864,1.372584911,1.582806683,-0.421299207,-0.592500882,-0.569360532,-0.581860568,0.864324243,0.10141341,0.482868827,0.218248982,-0.046370862,-0.222784091
626,loseAppetiteCTA3,part2,cruel,cta3,loseAppetite,slightlyNotAtAll,1,extremely,5,extremely,5,quiteAbit,4,quiteAbit,4,quiteAbit,4,extremely,5,0,33,31to35,maintain,4,0,0,0,0,stronglyAgree,5,1,agree,4,1,stronglyAgree,5,1,agree,4,1,stronglyAgree,5,1,stronglyAgree,5,1,0,NA,1.318040319,0.61042928,1.372584911,0.722874931,1.449935243,0.850255503,-0.569360532,-0.581860568,0.901963041,1.206077022,1.054020031,0.646612386,0.23920474,-0.032400356
627,controlCTA1,controlOnly,control,cta1,control,moderately,3,slightlyNotAtAll,1,moderately,3,moderately,3,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,20,21orYounger,maintain,4,0,0,0,0,stronglyAgree,5,1,NA,NA,NA,agree,4,1,neutral,3,0,NA,NA,NA,stronglyAgree,5,1,NA,NA,1.318040319,NA,0.392870702,-0.137056821,NA,0.850255503,NA,-0.581860568,NA,NA,NA,NA,NA,NA
628,controlCTA1,part1,control,cta1,control,moderately,3,slightlyNotAtAll,1,moderately,3,moderately,3,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,0,31,31to35,maintain,4,0,0,0,0,agree,4,1,agree,4,1,stronglyAgree,5,1,stronglyAgree,5,1,stronglyAgree,5,1,stronglyAgree,5,1,0,NA,0.315647196,0.61042928,1.372584911,1.582806683,1.449935243,0.850255503,-0.569360532,-0.581860568,1.188606958,0.871945981,1.030276469,0.628804714,0.22733296,-0.040314877
629,controlCTA4,controlOnly,control,noCta,control,quiteAbit,4,aLittle,2,extremely,5,extremely,5,aLittle,2,moderately,3,aLittle,2,0,40,36to40,maintain,4,0,0,0,0,agree,4,1,agree,4,1,agree,4,1,disagree,2,0,agree,4,1,agree,4,1,1,NA,0.315647196,0.61042928,0.392870702,-0.996988573,0.514318018,-0.592500882,1.755677982,-0.581860568,0.002103803,0.079154777,0.04062929,0.177199144,0.313768999,0.404815568
630,kitchenCTA4,part1,lifestyle,noCta,kitchen,moderately,3,slightlyNotAtAll,1,moderately,3,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,30,26to30,maintain,4,0,0,0,0,neutral,3,0,neutral,3,0,stronglyAgree,5,1,neutral,3,0,disagree,2,0,stronglyAgree,5,1,1,NA,-0.686745927,-0.362418864,1.372584911,-0.137056821,-1.356916432,0.850255503,1.755677982,-0.581860568,0.291036409,-0.397802285,-0.053382938,0.106689973,0.266762884,0.373478159
631,loveDogsPigsCTA2,part2,cute,cta2,loveDogsPigs,slightlyNotAtAll,1,extremely,5,quiteAbit,4,moderately,3,quiteAbit,4,slightlyNotAtAll,1,quiteAbit,4,1,23,22to25,somewhatDecrease,3,1,0,0,0,stronglyAgree,5,1,stronglyAgree,5,1,agree,4,1,agree,4,1,stronglyAgree,5,1,stronglyAgree,5,1,0,NA,1.318040319,1.583277423,0.392870702,0.722874931,1.449935243,0.850255503,-0.569360532,1.717958921,0.899674352,1.206077022,1.052875687,0.933231564,0.81358744,0.733824692
632,babyAnimalsCTA3,part2,cute,cta3,babyAnimals,quiteAbit,4,quiteAbit,4,extremely,5,quiteAbit,4,slightlyNotAtAll,1,quiteAbit,4,moderately,3,0,31,31to35,maintain,4,0,0,0,0,agree,4,1,agree,4,1,agree,4,1,disagree,2,0,agree,4,1,agree,4,1,1,NA,0.315647196,0.61042928,0.392870702,-0.996988573,0.514318018,-0.592500882,1.755677982,-0.581860568,0.002103803,0.079154777,0.04062929,0.177199144,0.313768999,0.404815568
633,happyFreeCTA4,part2,compare,noCta,happyFree,slightlyNotAtAll,1,extremely,5,slightlyNotAtAll,1,slightlyNotAtAll,1,extremely,5,aLittle,2,extremely,5,1,26,26to30,maintain,4,0,0,0,0,agree,4,1,neutral,3,0,neutral,3,0,agree,4,1,agree,4,1,agree,4,1,0,NA,0.315647196,-0.362418864,-0.586843507,0.722874931,0.514318018,-0.592500882,-0.569360532,-0.581860568,-0.07546248,0.079154777,0.001846149,-0.142518026,-0.286882201,-0.383124984
634,stuffEatCTA2,part1,lifestyle,cta2,stuffEat,quiteAbit,4,slightlyNotAtAll,1,quiteAbit,4,quiteAbit,4,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,28,26to30,somewhatDecrease,3,1,0,0,0,stronglyAgree,5,1,stronglyAgree,5,1,agree,4,1,disagree,2,0,stronglyAgree,5,1,stronglyAgree,5,1,1,NA,1.318040319,1.583277423,0.392870702,-0.996988573,1.449935243,0.850255503,1.755677982,1.717958921,0.326386518,1.206077022,0.76623177,1.00887844,1.25152511,1.413289557
635,sleepyAnimalsCTA2,part2,cute,cta2,sleepyAnimals,aLittle,2,slightlyNotAtAll,1,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,0,25,22to25,maintain,4,0,0,0,0,neutral,3,0,disagree,2,0,agree,4,1,agree,4,1,agree,4,1,agree,4,1,0,NA,-0.686745927,-1.335267007,0.392870702,0.722874931,0.514318018,-0.592500882,-0.569360532,-0.581860568,-0.073173791,-0.254976264,-0.164075027,-0.266958908,-0.369842789,-0.438432043
636,controlCTA4,controlOnly,control,noCta,control,moderately,3,slightlyNotAtAll,1,quiteAbit,4,moderately,3,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,0,34,31to35,maintain,4,0,0,0,0,disagree,2,0,agree,4,1,agree,4,1,disagree,2,0,disagree,2,0,agree,4,1,0,NA,-1.68913905,0.61042928,0.392870702,-0.996988573,-1.356916432,-0.592500882,-0.569360532,-0.581860568,0.002103803,-1.212852121,-0.605374159,-0.597933257,-0.590492355,-0.585531753
637,babyAnimalsCTA2,part2,cute,cta2,babyAnimals,moderately,3,slightlyNotAtAll,1,moderately,3,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,0,37,36to40,maintain,4,0,0,0,0,neutral,3,0,neutral,3,0,neutral,3,0,neutral,3,0,neutral,3,0,agree,4,1,0,NA,-0.686745927,-0.362418864,-0.586843507,-0.137056821,-0.421299207,-0.592500882,-0.569360532,-0.581860568,-0.362106397,-0.566848672,-0.464477535,-0.492260788,-0.520044042,-0.538566212
638,stuffEatCTA4,part2,lifestyle,noCta,stuffEat,quiteAbit,4,slightlyNotAtAll,1,quiteAbit,4,quiteAbit,4,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,56,51orOlder,maintain,4,0,0,0,0,stronglyAgree,5,1,agree,4,1,agree,4,1,agree,4,1,agree,4,1,stronglyAgree,5,1,1,NA,1.318040319,0.61042928,0.392870702,0.722874931,0.514318018,0.850255503,1.755677982,-0.581860568,0.575391638,0.894204613,0.734798125,0.697825771,0.660853416,0.63620518
639,veganSwapCTA4,part1,lifestyle,noCta,veganSwap,moderately,3,moderately,3,moderately,3,moderately,3,slightlyNotAtAll,1,aLittle,2,slightlyNotAtAll,1,1,23,22to25,maintain,4,0,0,0,0,agree,4,1,agree,4,1,agree,4,1,disagree,2,0,agree,4,1,agree,4,1,1,NA,0.315647196,0.61042928,0.392870702,-0.996988573,0.514318018,-0.592500882,1.755677982,-0.581860568,0.002103803,0.079154777,0.04062929,0.177199144,0.313768999,0.404815568
640,babyAnimalsCTA1,part1,cute,cta1,babyAnimals,quiteAbit,4,moderately,3,quiteAbit,4,moderately,3,slightlyNotAtAll,1,slightlyNotAtAll,1,aLittle,2,1,29,26to30,maintain,4,0,0,0,0,stronglyAgree,5,1,stronglyDisagree,1,0,neutral,3,0,disagree,2,0,agree,4,1,stronglyAgree,5,1,0,NA,1.318040319,-2.308115151,-0.586843507,-0.996988573,0.514318018,0.850255503,-0.569360532,-0.581860568,-1.297315743,0.894204613,-0.201555565,-0.295069311,-0.388583058,-0.450925555
641,loveDogsPigsCTA2,part2,cute,cta2,loveDogsPigs,slightlyNotAtAll,1,aLittle,2,aLittle,2,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,43,41to45,maintain,4,0,0,0,0,neutral,3,0,agree,4,1,neutral,3,0,neutral,3,0,agree,4,1,agree,4,1,0,NA,-0.686745927,0.61042928,-0.586843507,-0.137056821,0.514318018,-0.592500882,-0.569360532,-0.581860568,-0.037823683,-0.254976264,-0.146399973,-0.253702617,-0.361005262,-0.432540358
642,controlCTA1,part2,control,cta1,control,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,45,41to45,maintain,4,0,0,0,0,disagree,2,0,disagree,2,0,agree,4,1,agree,4,1,neutral,3,0,stronglyAgree,5,1,1,NA,-1.68913905,-1.335267007,0.392870702,0.722874931,-0.421299207,0.850255503,1.755677982,-0.581860568,-0.073173791,-0.420060918,-0.246617355,-0.038235839,0.170145676,0.309066686
643,henHellCTA1,part2,cruel,cta1,henHell,slightlyNotAtAll,1,quiteAbit,4,quiteAbit,4,aLittle,2,extremely,5,quiteAbit,4,extremely,5,0,22,22to25,maintain,4,0,0,0,0,neutral,3,0,agree,4,1,neutral,3,0,disagree,2,0,neutral,3,0,agree,4,1,0,NA,-0.686745927,0.61042928,-0.586843507,-0.996988573,-0.421299207,-0.592500882,-0.569360532,-0.581860568,-0.3244676,-0.566848672,-0.445658136,-0.478146239,-0.510634343,-0.532293079
644,stuffEatCTA4,part2,lifestyle,noCta,stuffEat,moderately,3,slightlyNotAtAll,1,moderately,3,moderately,3,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,0,46,46to50,maintain,4,0,0,0,0,disagree,2,0,neutral,3,0,disagree,2,0,disagree,2,0,disagree,2,0,neutral,3,0,0,NA,-1.68913905,-0.362418864,-1.566557716,-0.996988573,-1.356916432,-2.035257267,-0.569360532,-0.581860568,-0.975321717,-1.693770916,-1.334546317,-1.144812375,-0.955078433,-0.828589139
645,happyFreeCTA3,part1,compare,cta3,happyFree,quiteAbit,4,quiteAbit,4,moderately,3,aLittle,2,aLittle,2,aLittle,2,slightlyNotAtAll,1,0,23,22to25,maintain,4,0,0,0,0,agree,4,1,neutral,3,0,agree,4,1,disagree,2,0,agree,4,1,agree,4,1,0,NA,0.315647196,-0.362418864,0.392870702,-0.996988573,0.514318018,-0.592500882,-0.569360532,-0.581860568,-0.322178911,0.079154777,-0.121512067,-0.235036688,-0.348561309,-0.424244389
646,sleepyAnimalsCTA1,part1,cute,cta1,sleepyAnimals,slightlyNotAtAll,1,aLittle,2,moderately,3,slightlyNotAtAll,1,slightlyNotAtAll,1,aLittle,2,slightlyNotAtAll,1,1,58,51orOlder,maintain,4,0,0,0,0,disagree,2,0,agree,4,1,agree,4,1,disagree,2,0,agree,4,1,stronglyAgree,5,1,1,NA,-1.68913905,0.61042928,0.392870702,-0.996988573,0.514318018,0.850255503,1.755677982,-0.581860568,0.002103803,-0.108188509,-0.053042353,0.106945412,0.266933177,0.373591687
647,kitchenCTA1,part1,lifestyle,cta1,kitchen,moderately,3,slightlyNotAtAll,1,aLittle,2,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,0,34,31to35,maintain,4,0,0,0,0,neutral,3,0,neutral,3,0,agree,4,1,agree,4,1,neutral,3,0,agree,4,1,0,NA,-0.686745927,-0.362418864,0.392870702,0.722874931,-0.421299207,-0.592500882,-0.569360532,-0.581860568,0.251108923,-0.566848672,-0.157869874,-0.262305043,-0.366740212,-0.436363658
648,henHellCTA3,part2,cruel,cta3,henHell,slightlyNotAtAll,1,extremely,5,slightlyNotAtAll,1,slightlyNotAtAll,1,aLittle,2,extremely,5,quiteAbit,4,1,24,22to25,somewhatDecrease,3,1,0,0,0,stronglyAgree,5,1,agree,4,1,stronglyAgree,5,1,stronglyAgree,5,1,agree,4,1,stronglyDisagree,1,0,0,NA,1.318040319,0.61042928,1.372584911,1.582806683,0.514318018,-4.920770037,-0.569360532,1.717958921,1.188606958,-1.029470567,0.079568196,0.203250945,0.326933695,0.409388861
649,choiceYoursCTA1,part2,compare,cta1,choiceYours,moderately,3,quiteAbit,4,extremely,5,aLittle,2,moderately,3,quiteAbit,4,aLittle,2,1,23,22to25,greatlyDecrease,2,1,0,0,1,disagree,2,0,agree,4,1,agree,4,1,agree,4,1,disagree,2,0,disagree,2,0,0,NA,-1.68913905,0.61042928,0.392870702,0.722874931,-1.356916432,-3.478013652,-0.569360532,1.717958921,0.575391638,-2.174689711,-0.799649037,-0.456161979,-0.112674921,0.11631645
650,controlCTA4,controlOnly,control,noCta,control,moderately,3,slightlyNotAtAll,1,moderately,3,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,24,22to25,somewhatDecrease,3,1,0,0,0,agree,4,1,agree,4,1,agree,4,1,agree,4,1,agree,4,1,stronglyAgree,5,1,1,NA,0.315647196,0.61042928,0.392870702,0.722874931,0.514318018,0.850255503,1.755677982,1.717958921,0.575391638,0.560073572,0.567732605,0.860004067,1.152275528,1.347123169
651,weSameCTA2,part2,compare,cta2,weSame,slightlyNotAtAll,1,extremely,5,extremely,5,aLittle,2,extremely,5,extremely,5,extremely,5,0,22,22to25,somewhatDecrease,3,1,0,0,0,agree,4,1,agree,4,1,agree,4,1,neutral,3,0,neutral,3,0,stronglyAgree,5,1,0,NA,0.315647196,0.61042928,0.392870702,-0.137056821,-0.421299207,0.850255503,-0.569360532,1.717958921,0.28874772,0.248201164,0.268474442,0.34493063,0.421386818,0.47235761
652,controlCTA2,controlOnly,control,cta2,control,aLittle,2,slightlyNotAtAll,1,aLittle,2,aLittle,2,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,0,49,46to50,maintain,4,0,0,0,0,neutral,3,0,neutral,3,0,neutral,3,0,disagree,2,0,neutral,3,0,stronglyAgree,5,1,0,NA,-0.686745927,-0.362418864,-0.586843507,-0.996988573,-0.421299207,0.850255503,-0.569360532,-0.581860568,-0.648750314,-0.085929877,-0.367340096,-0.419407709,-0.471475323,-0.506187065
653,controlCTA1,controlOnly,control,cta1,control,quiteAbit,4,slightlyNotAtAll,1,extremely,5,extremely,5,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,43,41to45,greatlyDecrease,2,1,0,0,1,stronglyAgree,5,1,agree,4,1,stronglyAgree,5,1,stronglyAgree,5,1,stronglyAgree,5,1,stronglyAgree,5,1,1,NA,1.318040319,0.61042928,1.372584911,1.582806683,1.449935243,0.850255503,1.755677982,1.717958921,1.188606958,1.206077022,1.19734199,1.332211105,1.467080221,1.556992964
654,henHellCTA4,part2,cruel,noCta,henHell,slightlyNotAtAll,1,extremely,5,quiteAbit,4,slightlyNotAtAll,1,extremely,5,extremely,5,extremely,5,0,23,22to25,maintain,4,0,0,0,0,disagree,2,0,agree,4,1,neutral,3,0,neutral,3,0,agree,4,1,stronglyAgree,5,1,0,NA,-1.68913905,0.61042928,-0.586843507,-0.137056821,0.514318018,0.850255503,-0.569360532,-0.581860568,-0.037823683,-0.108188509,-0.073006096,-0.19865721,-0.324308323,-0.408075732
655,stuffEatCTA2,part2,lifestyle,cta2,stuffEat,moderately,3,slightlyNotAtAll,1,slightlyNotAtAll,1,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,0,49,46to50,maintain,4,0,0,0,0,disagree,2,0,neutral,3,0,stronglyAgree,5,1,neutral,3,0,stronglyDisagree,1,0,agree,4,1,0,NA,-1.68913905,-0.362418864,1.372584911,-0.137056821,-2.292533657,-0.592500882,-0.569360532,-0.581860568,0.291036409,-1.52472453,-0.61684406,-0.606535683,-0.596227305,-0.589355054
656,babyAnimalsCTA3,part2,cute,cta3,babyAnimals,moderately,3,aLittle,2,aLittle,2,moderately,3,slightlyNotAtAll,1,aLittle,2,slightlyNotAtAll,1,1,33,31to35,maintain,4,0,0,0,0,disagree,2,0,agree,4,1,agree,4,1,agree,4,1,stronglyAgree,5,1,agree,4,1,0,NA,-1.68913905,0.61042928,0.392870702,0.722874931,1.449935243,-0.592500882,-0.569360532,-0.581860568,0.575391638,-0.277234896,0.149078371,-0.03209386,-0.21326609,-0.334047577
657,sleepyAnimalsCTA3,part1,cute,cta3,sleepyAnimals,moderately,3,slightlyNotAtAll,1,aLittle,2,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,33,31to35,maintain,4,0,0,0,0,stronglyAgree,5,1,neutral,3,0,neutral,3,0,disagree,2,0,disagree,2,0,stronglyAgree,5,1,0,NA,1.318040319,-0.362418864,-0.586843507,-0.996988573,-1.356916432,0.850255503,-0.569360532,-0.581860568,-0.648750314,0.270459797,-0.189145259,-0.285761582,-0.382377905,-0.446788786
658,loveDogsPigsCTA2,part2,cute,cta2,loveDogsPigs,extremely,5,extremely,5,extremely,5,extremely,5,slightlyNotAtAll,1,slightlyNotAtAll,1,moderately,3,0,23,22to25,eliminate,1,1,0,1,1,stronglyAgree,5,1,stronglyDisagree,1,0,stronglyAgree,5,1,stronglyAgree,5,1,stronglyAgree,5,1,stronglyAgree,5,1,0,NA,1.318040319,-2.308115151,1.372584911,1.582806683,1.449935243,0.850255503,-0.569360532,1.717958921,0.215758814,1.206077022,0.710917918,0.676763237,0.642608556,0.619838769
659,veganSwapCTA2,part1,lifestyle,cta2,veganSwap,moderately,3,slightlyNotAtAll,1,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,0,26,26to30,maintain,4,0,0,0,0,agree,4,1,disagree,2,0,neutral,3,0,agree,4,1,agree,4,1,agree,4,1,0,NA,0.315647196,-1.335267007,-0.586843507,0.722874931,0.514318018,-0.592500882,-0.569360532,-0.581860568,-0.399745194,0.079154777,-0.160295209,-0.264124044,-0.367952879,-0.437172103
660,weSameCTA1,part2,compare,cta1,weSame,slightlyNotAtAll,1,moderately,3,slightlyNotAtAll,1,aLittle,2,aLittle,2,aLittle,2,moderately,3,0,39,36to40,somewhatDecrease,3,1,0,0,0,neutral,3,0,agree,4,1,agree,4,1,agree,4,1,neutral,3,0,agree,4,1,0,NA,-0.686745927,0.61042928,0.392870702,0.722874931,-0.421299207,-0.592500882,-0.569360532,1.717958921,0.575391638,-0.566848672,0.004271483,0.146778411,0.289285338,0.384289957
661,stuffEatCTA1,part1,lifestyle,cta1,stuffEat,quiteAbit,4,slightlyNotAtAll,1,quiteAbit,4,quiteAbit,4,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,58,51orOlder,maintain,4,0,0,0,0,agree,4,1,agree,4,1,agree,4,1,stronglyAgree,5,1,agree,4,1,stronglyAgree,5,1,1,NA,0.315647196,0.61042928,0.392870702,1.582806683,0.514318018,0.850255503,1.755677982,-0.581860568,0.862035555,0.560073572,0.711054564,0.680018099,0.648981635,0.628290659
662,stuffEatCTA1,part1,lifestyle,cta1,stuffEat,quiteAbit,4,slightlyNotAtAll,1,moderately,3,moderately,3,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,59,51orOlder,somewhatDecrease,3,1,0,0,0,agree,4,1,stronglyAgree,5,1,neutral,3,0,agree,4,1,agree,4,1,stronglyAgree,5,1,0,NA,0.315647196,1.583277423,-0.586843507,0.722874931,0.514318018,0.850255503,-0.569360532,1.717958921,0.573102949,0.560073572,0.566588261,0.568515994,0.570443727,0.571728883
663,bennyCTA1,part2,cruel,cta1,benny,slightlyNotAtAll,1,extremely,5,quiteAbit,4,quiteAbit,4,quiteAbit,4,quiteAbit,4,extremely,5,1,32,31to35,maintain,4,0,0,0,0,agree,4,1,neutral,3,0,neutral,3,0,disagree,2,0,agree,4,1,neutral,3,0,1,NA,0.315647196,-0.362418864,-0.586843507,-0.996988573,0.514318018,-2.035257267,1.755677982,-0.581860568,-0.648750314,-0.401764018,-0.525257166,-0.247215698,0.030825771,0.216186749
664,bennyCTA4,part2,cruel,noCta,benny,slightlyNotAtAll,1,moderately,3,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,57,51orOlder,maintain,4,0,0,0,0,neutral,3,0,neutral,3,0,agree,4,1,neutral,3,0,disagree,2,0,stronglyAgree,5,1,0,NA,-0.686745927,-0.362418864,0.392870702,-0.137056821,-1.356916432,0.850255503,-0.569360532,-0.581860568,-0.035534994,-0.397802285,-0.21666864,-0.306404117,-0.396139595,-0.455963247
665,loveDogsPigsCTA4,part1,cute,noCta,loveDogsPigs,quiteAbit,4,moderately,3,quiteAbit,4,quiteAbit,4,slightlyNotAtAll,1,quiteAbit,4,slightlyNotAtAll,1,1,27,26to30,somewhatDecrease,3,1,0,0,0,agree,4,1,agree,4,1,disagree,2,0,neutral,3,0,agree,4,1,agree,4,1,1,NA,0.315647196,0.61042928,-1.566557716,-0.137056821,0.514318018,-0.592500882,1.755677982,1.717958921,-0.364395086,0.079154777,-0.142620154,0.327239497,0.797099149,1.110338916
