mturkID,experimentGroup,study,videoTreatment,ctaTreatment,video,vidEmotionHappyChar,vidEmotionHappyNum,vidEmotionSadChar,vidEmotionSadNum,vidEmotionInterestedChar,vidEmotionInterestedNum,vidEmotionInspiredChar,vidEmotionInspiredNum,vidEmotionAngryChar,vidEmotionAngryNum,vidEmotionGuiltyChar,vidEmotionGuiltyNum,vidEmotionDisgustedChar,vidEmotionDisgustedNum,female,ageCont,ageGroup,meatConsumpChar,meatConsumpNum,meatConsumpReduce,meatConsumpIncrease,meatConsumpEliminate,meatConsumpEliminateGreatlyDecrease,attitude1Char,attitude1Num,attitude1Binary,attitude2Char,attitude2Num,attitude2Binary,attitude3Char,attitude3Num,attitude3Binary,attitude4Char,attitude4Num,attitude4Binary,attitude5Char,attitude5Num,attitude5Binary,attitude6Char,attitude6Num,attitude6Binary,vsgBinary,vegetarianSelfReport,attitude1Num.std,attitude2Num.std,attitude3Num.std,attitude4Num.std,attitude5Num.std,attitude6Num.std,vsgBinary.std,meatConsumpReduce.std,combinedFoodAttitudes.std,combinedAnimalAttitudes.std,combinedAllAttitudes.std,combinedOutcome1.std,combinedOutcome2.std,combinedOutcome3.std
1148,loveDogsPigsCTA2,part2,cute,cta2,loveDogsPigs,quiteAbit,4,aLittle,2,quiteAbit,4,moderately,3,slightlyNotAtAll,1,aLittle,2,aLittle,2,1,43,41to45,maintain,4,0,0,0,0,neutral,3,0,agree,4,1,agree,4,1,neutral,3,0,agree,4,1,stronglyAgree,5,1,1,NA,-0.686745927,0.61042928,0.392870702,-0.137056821,0.514318018,0.850255503,1.755677982,-0.581860568,0.28874772,0.225942531,0.257345126,0.339736021,0.422126916,0.47705418
1149,sleepyAnimalsCTA3,part2,cute,cta3,sleepyAnimals,extremely,5,aLittle,2,quiteAbit,4,quiteAbit,4,moderately,3,quiteAbit,4,quiteAbit,4,1,32,31to35,somewhatDecrease,3,1,0,0,0,stronglyAgree,5,1,agree,4,1,agree,4,1,neutral,3,0,disagree,2,0,stronglyAgree,5,1,1,NA,1.318040319,0.61042928,0.392870702,-0.137056821,-1.356916432,0.850255503,1.755677982,1.717958921,0.28874772,0.270459797,0.279603758,0.643907432,1.008211105,1.25108022
1150,bennyCTA1,part2,cruel,cta1,benny,slightlyNotAtAll,1,moderately,3,slightlyNotAtAll,1,slightlyNotAtAll,1,quiteAbit,4,moderately,3,quiteAbit,4,1,25,22to25,maintain,4,0,0,0,0,disagree,2,0,agree,4,1,agree,4,1,disagree,2,0,disagree,2,0,agree,4,1,0,NA,-1.68913905,0.61042928,0.392870702,-0.996988573,-1.356916432,-0.592500882,-0.569360532,-0.581860568,0.002103803,-1.212852121,-0.605374159,-0.597933257,-0.590492355,-0.585531753
1151,weSameCTA1,part2,compare,cta1,weSame,slightlyNotAtAll,1,extremely,5,slightlyNotAtAll,1,slightlyNotAtAll,1,quiteAbit,4,quiteAbit,4,extremely,5,1,26,26to30,maintain,4,0,0,0,0,disagree,2,0,disagree,2,0,stronglyAgree,5,1,stronglyAgree,5,1,disagree,2,0,stronglyAgree,5,1,0,NA,-1.68913905,-1.335267007,1.372584911,1.582806683,-1.356916432,0.850255503,-0.569360532,-0.581860568,0.540041529,-0.731933326,-0.095945899,-0.215862062,-0.335778224,-0.415722333
1152,happyFreeCTA4,part2,compare,noCta,happyFree,slightlyNotAtAll,1,aLittle,2,quiteAbit,4,aLittle,2,aLittle,2,slightlyNotAtAll,1,moderately,3,1,43,41to45,somewhatDecrease,3,1,0,0,0,agree,4,1,agree,4,1,stronglyDisagree,1,0,disagree,2,0,agree,4,1,agree,4,1,1,NA,0.315647196,0.61042928,-2.546271925,-0.996988573,0.514318018,-0.592500882,1.755677982,1.717958921,-0.977610406,0.079154777,-0.449227814,0.097283752,0.643795319,1.008136363
1153,veganSwapCTA3,part2,lifestyle,cta3,veganSwap,moderately,3,slightlyNotAtAll,1,quiteAbit,4,moderately,3,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,0,27,26to30,maintain,4,0,0,0,0,neutral,3,0,neutral,3,0,stronglyAgree,5,1,stronglyAgree,5,1,stronglyDisagree,1,0,agree,4,1,0,NA,-0.686745927,-0.362418864,1.372584911,1.582806683,-2.292533657,-0.592500882,-0.569360532,-0.581860568,0.864324243,-1.190593489,-0.163134623,-0.266253605,-0.369372586,-0.438118574
1154,veganSwapCTA3,part2,lifestyle,cta3,veganSwap,moderately,3,slightlyNotAtAll,1,moderately,3,moderately,3,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,37,36to40,maintain,4,0,0,0,0,neutral,3,0,neutral,3,0,stronglyAgree,5,1,agree,4,1,neutral,3,0,neutral,3,0,0,NA,-0.686745927,-0.362418864,1.372584911,0.722874931,-0.421299207,-2.035257267,-0.569360532,-0.581860568,0.577680326,-1.047767467,-0.23504357,-0.320185315,-0.40532706,-0.462088224
1155,controlCTA3,controlOnly,control,cta3,control,moderately,3,slightlyNotAtAll,1,moderately,3,aLittle,2,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,1,20,21orYounger,maintain,4,0,0,0,0,neutral,3,0,disagree,2,0,agree,4,1,neutral,3,0,neutral,3,0,agree,4,1,0,NA,-0.686745927,-1.335267007,0.392870702,-0.137056821,-0.421299207,-0.592500882,-0.569360532,-0.581860568,-0.359817709,-0.566848672,-0.46333319,-0.49140253,-0.51947187,-0.538184764
1156,controlCTA2,controlOnly,control,cta2,control,aLittle,2,slightlyNotAtAll,1,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,0,34,31to35,greatlyIncrease,6,0,1,0,0,disagree,2,0,disagree,2,0,neutral,3,0,disagree,2,0,neutral,3,0,agree,4,1,0,NA,-1.68913905,-1.335267007,-0.586843507,-0.996988573,-0.421299207,-0.592500882,-0.569360532,-0.581860568,-0.973033029,-0.900979713,-0.937006371,-0.846657416,-0.756308461,-0.696075824
1157,henHellCTA2,part2,cruel,cta2,henHell,slightlyNotAtAll,1,moderately,3,aLittle,2,slightlyNotAtAll,1,aLittle,2,moderately,3,quiteAbit,4,1,38,36to40,somewhatDecrease,3,1,0,0,0,stronglyAgree,5,1,agree,4,1,agree,4,1,agree,4,1,neutral,3,0,stronglyAgree,5,1,1,NA,1.318040319,0.61042928,0.392870702,0.722874931,-0.421299207,0.850255503,1.755677982,1.717958921,0.575391638,0.582332205,0.578861921,0.868351054,1.157840186,1.350832941
1158,veganSwapCTA1,part2,lifestyle,cta1,veganSwap,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,aLittle,2,1,35,31to35,maintain,4,0,0,0,0,disagree,2,0,stronglyDisagree,1,0,neutral,3,0,stronglyDisagree,1,0,stronglyDisagree,1,0,agree,4,1,0,NA,-1.68913905,-2.308115151,-0.586843507,-1.856920324,-2.292533657,-0.592500882,-0.569360532,-0.581860568,-1.583959661,-1.52472453,-1.554342095,-1.309659209,-1.064976323,-0.901854398
1159,loseAppetiteCTA1,part1,cruel,cta1,loseAppetite,slightlyNotAtAll,1,extremely,5,quiteAbit,4,slightlyNotAtAll,1,extremely,5,moderately,3,extremely,5,1,59,51orOlder,greatlyDecrease,2,1,0,0,1,stronglyAgree,5,1,agree,4,1,agree,4,1,stronglyAgree,5,1,stronglyAgree,5,1,stronglyAgree,5,1,1,NA,1.318040319,0.61042928,0.392870702,1.582806683,1.449935243,0.850255503,1.755677982,1.717958921,0.862035555,1.206077022,1.034056288,1.209746829,1.38543737,1.502564397
1160,sleepyAnimalsCTA3,part2,cute,cta3,sleepyAnimals,extremely,5,aLittle,2,quiteAbit,4,quiteAbit,4,slightlyNotAtAll,1,aLittle,2,slightlyNotAtAll,1,1,25,22to25,maintain,4,0,0,0,0,stronglyAgree,5,1,disagree,2,0,stronglyAgree,5,1,stronglyAgree,5,1,agree,4,1,stronglyAgree,5,1,1,NA,1.318040319,-1.335267007,1.372584911,1.582806683,0.514318018,0.850255503,1.755677982,-0.581860568,0.540041529,0.894204613,0.717123071,0.68456948,0.652015889,0.630313495
1161,controlCTA1,part1,control,cta1,control,aLittle,2,slightlyNotAtAll,1,aLittle,2,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,0,32,31to35,somewhatIncrease,5,0,1,0,0,agree,4,1,neutral,3,0,stronglyAgree,5,1,stronglyAgree,5,1,neutral,3,0,agree,4,1,0,NA,0.315647196,-0.362418864,1.372584911,1.582806683,-0.421299207,-0.592500882,-0.569360532,-0.581860568,0.864324243,-0.232717631,0.315803306,0.092949842,-0.129903622,-0.278472598
1162,loveDogsPigsCTA1,part1,cute,cta1,loveDogsPigs,quiteAbit,4,aLittle,2,aLittle,2,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,35,31to35,maintain,4,0,0,0,0,neutral,3,0,disagree,2,0,agree,4,1,disagree,2,0,neutral,3,0,agree,4,1,0,NA,-0.686745927,-1.335267007,0.392870702,-0.996988573,-0.421299207,-0.592500882,-0.569360532,-0.581860568,-0.646461626,-0.566848672,-0.606655149,-0.598893999,-0.59113285,-0.58595875
1163,kitchenCTA3,part2,lifestyle,cta3,kitchen,slightlyNotAtAll,1,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,0,21,21orYounger,maintain,4,0,0,0,0,agree,4,1,disagree,2,0,agree,4,1,disagree,2,0,stronglyDisagree,1,0,agree,4,1,0,NA,0.315647196,-1.335267007,0.392870702,-0.996988573,-2.292533657,-0.592500882,-0.569360532,-0.581860568,-0.646461626,-0.856462448,-0.751462037,-0.707499165,-0.663536293,-0.634227712
1164,bennyCTA2,part2,cruel,cta2,benny,slightlyNotAtAll,1,aLittle,2,moderately,3,slightlyNotAtAll,1,aLittle,2,aLittle,2,moderately,3,0,40,36to40,maintain,4,0,0,0,0,neutral,3,0,agree,4,1,neutral,3,0,disagree,2,0,agree,4,1,agree,4,1,0,NA,-0.686745927,0.61042928,-0.586843507,-0.996988573,0.514318018,-0.592500882,-0.569360532,-0.581860568,-0.3244676,-0.254976264,-0.289721932,-0.361194086,-0.432666241,-0.480314344
1165,weSameCTA4,part1,compare,noCta,weSame,slightlyNotAtAll,1,quiteAbit,4,moderately,3,slightlyNotAtAll,1,extremely,5,slightlyNotAtAll,1,extremely,5,1,49,46to50,maintain,4,0,0,0,0,agree,4,1,agree,4,1,agree,4,1,neutral,3,0,agree,4,1,stronglyAgree,5,1,0,NA,0.315647196,0.61042928,0.392870702,-0.137056821,0.514318018,0.850255503,-0.569360532,-0.581860568,0.28874772,0.560073572,0.424410646,0.174405347,-0.075599952,-0.242270151
1166,weSameCTA4,part2,compare,noCta,weSame,slightlyNotAtAll,1,moderately,3,slightlyNotAtAll,1,slightlyNotAtAll,1,quiteAbit,4,aLittle,2,extremely,5,0,21,21orYounger,somewhatIncrease,5,0,1,0,0,neutral,3,0,disagree,2,0,agree,4,1,agree,4,1,neutral,3,0,agree,4,1,0,NA,-0.686745927,-1.335267007,0.392870702,0.722874931,-0.421299207,-0.592500882,-0.569360532,-0.581860568,-0.073173791,-0.566848672,-0.320011232,-0.383911061,-0.447810891,-0.490410777
1167,veganSwapCTA2,part2,lifestyle,cta2,veganSwap,quiteAbit,4,slightlyNotAtAll,1,quiteAbit,4,quiteAbit,4,slightlyNotAtAll,1,aLittle,2,slightlyNotAtAll,1,1,44,41to45,somewhatDecrease,3,1,0,0,0,agree,4,1,stronglyAgree,5,1,agree,4,1,agree,4,1,stronglyAgree,5,1,stronglyAgree,5,1,0,NA,0.315647196,1.583277423,0.392870702,0.722874931,1.449935243,0.850255503,-0.569360532,1.717958921,0.899674352,0.871945981,0.885810166,0.807932423,0.73005468,0.678136185
1168,controlCTA1,controlOnly,control,cta1,control,slightlyNotAtAll,1,aLittle,2,aLittle,2,slightlyNotAtAll,1,aLittle,2,quiteAbit,4,slightlyNotAtAll,1,1,31,31to35,somewhatDecrease,3,1,0,0,0,agree,4,1,agree,4,1,disagree,2,0,stronglyDisagree,1,0,neutral,3,0,agree,4,1,0,NA,0.315647196,0.61042928,-1.566557716,-1.856920324,-0.421299207,-0.592500882,-0.569360532,1.717958921,-0.93768292,-0.232717631,-0.585200276,-0.295325408,-0.005450541,0.187799371
1169,choiceYoursCTA3,part2,compare,cta3,choiceYours,slightlyNotAtAll,1,moderately,3,moderately,3,slightlyNotAtAll,1,aLittle,2,slightlyNotAtAll,1,moderately,3,0,23,22to25,maintain,4,0,0,0,0,agree,4,1,agree,4,1,stronglyDisagree,1,0,agree,4,1,neutral,3,0,stronglyAgree,5,1,0,NA,0.315647196,0.61042928,-2.546271925,0.722874931,-0.421299207,0.850255503,-0.569360532,-0.581860568,-0.404322571,0.248201164,-0.078060704,-0.202448165,-0.326835627,-0.409760601
1170,veganSwapCTA4,part1,lifestyle,noCta,veganSwap,aLittle,2,slightlyNotAtAll,1,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,0,44,41to45,maintain,4,0,0,0,0,neutral,3,0,disagree,2,0,neutral,3,0,neutral,3,0,neutral,3,0,neutral,3,0,0,NA,-0.686745927,-1.335267007,-0.586843507,-0.137056821,-0.421299207,-2.035257267,-0.569360532,-0.581860568,-0.686389112,-1.047767467,-0.867078289,-0.794211355,-0.72134442,-0.672766463
1171,babyAnimalsCTA3,part2,cute,cta3,babyAnimals,moderately,3,slightlyNotAtAll,1,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,0,31,31to35,maintain,4,0,0,0,0,disagree,2,0,neutral,3,0,disagree,2,0,stronglyDisagree,1,0,neutral,3,0,stronglyAgree,5,1,0,NA,-1.68913905,-0.362418864,-1.566557716,-1.856920324,-0.421299207,0.850255503,-0.569360532,-0.581860568,-1.261965635,-0.420060918,-0.841013276,-0.774662595,-0.708311913,-0.664078126
1172,sleepyAnimalsCTA3,part1,cute,cta3,sleepyAnimals,slightlyNotAtAll,1,aLittle,2,moderately,3,quiteAbit,4,slightlyNotAtAll,1,aLittle,2,slightlyNotAtAll,1,1,39,36to40,somewhatDecrease,3,1,0,0,0,stronglyAgree,5,1,agree,4,1,agree,4,1,neutral,3,0,agree,4,1,stronglyAgree,5,1,0,NA,1.318040319,0.61042928,0.392870702,-0.137056821,0.514318018,0.850255503,-0.569360532,1.717958921,0.28874772,0.894204613,0.591476167,0.587181924,0.58288768,0.580024852
1173,veganSwapCTA3,part1,lifestyle,cta3,veganSwap,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,1,22,22to25,maintain,4,0,0,0,0,disagree,2,0,agree,4,1,neutral,3,0,disagree,2,0,neutral,3,0,stronglyAgree,5,1,0,NA,-1.68913905,0.61042928,-0.586843507,-0.996988573,-0.421299207,0.850255503,-0.569360532,-0.581860568,-0.3244676,-0.420060918,-0.372264259,-0.423100832,-0.473937405,-0.507828453
1174,veganSwapCTA3,part2,lifestyle,cta3,veganSwap,quiteAbit,4,aLittle,2,moderately,3,moderately,3,moderately,3,moderately,3,slightlyNotAtAll,1,1,39,36to40,maintain,4,0,0,0,0,disagree,2,0,agree,4,1,disagree,2,0,disagree,2,0,disagree,2,0,agree,4,1,0,NA,-1.68913905,0.61042928,-1.566557716,-0.996988573,-1.356916432,-0.592500882,-0.569360532,-0.581860568,-0.651039003,-1.212852121,-0.931945562,-0.842861809,-0.753778056,-0.694388887
1175,controlCTA4,controlOnly,control,noCta,control,aLittle,2,aLittle,2,aLittle,2,aLittle,2,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,0,30,26to30,maintain,4,0,0,0,0,stronglyAgree,5,1,neutral,3,0,stronglyAgree,5,1,stronglyAgree,5,1,stronglyAgree,5,1,stronglyAgree,5,1,0,NA,1.318040319,-0.362418864,1.372584911,1.582806683,1.449935243,0.850255503,-0.569360532,-0.581860568,0.864324243,1.206077022,1.035200633,0.632497837,0.229795041,-0.038673489
1176,loseAppetiteCTA3,part2,cruel,cta3,loseAppetite,slightlyNotAtAll,1,quiteAbit,4,moderately,3,aLittle,2,quiteAbit,4,quiteAbit,4,extremely,5,1,24,22to25,somewhatIncrease,5,0,1,0,0,stronglyAgree,5,1,stronglyAgree,5,1,agree,4,1,agree,4,1,stronglyAgree,5,1,stronglyAgree,5,1,1,NA,1.318040319,1.583277423,0.392870702,0.722874931,1.449935243,0.850255503,1.755677982,-0.581860568,0.899674352,1.206077022,1.052875687,0.936383942,0.819892197,0.742231034
1177,babyAnimalsCTA3,part2,cute,cta3,babyAnimals,extremely,5,slightlyNotAtAll,1,extremely,5,quiteAbit,4,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,25,22to25,maintain,4,0,0,0,0,agree,4,1,neutral,3,0,stronglyAgree,5,1,stronglyAgree,5,1,neutral,3,0,stronglyAgree,5,1,0,NA,0.315647196,-0.362418864,1.372584911,1.582806683,-0.421299207,0.850255503,-0.569360532,-0.581860568,0.864324243,0.248201164,0.556262704,0.27329439,-0.009673923,-0.198319466
1178,choiceYoursCTA2,part2,compare,cta2,choiceYours,aLittle,2,quiteAbit,4,moderately,3,moderately,3,quiteAbit,4,slightlyNotAtAll,1,quiteAbit,4,1,42,41to45,maintain,4,0,0,0,0,neutral,3,0,disagree,2,0,agree,4,1,disagree,2,0,disagree,2,0,agree,4,1,0,NA,-0.686745927,-1.335267007,0.392870702,-0.996988573,-1.356916432,-0.592500882,-0.569360532,-0.581860568,-0.646461626,-0.87872108,-0.762591353,-0.715846152,-0.669100952,-0.637937484
1179,veganSwapCTA2,part1,lifestyle,cta2,veganSwap,moderately,3,aLittle,2,quiteAbit,4,quiteAbit,4,slightlyNotAtAll,1,moderately,3,slightlyNotAtAll,1,0,22,22to25,somewhatDecrease,3,1,0,0,0,disagree,2,0,neutral,3,0,agree,4,1,neutral,3,0,disagree,2,0,agree,4,1,1,NA,-1.68913905,-0.362418864,0.392870702,-0.137056821,-1.356916432,-0.592500882,1.755677982,1.717958921,-0.035534994,-1.212852121,-0.624193558,-0.033940555,0.556312447,0.949814448
1180,veganSwapCTA3,part1,lifestyle,cta3,veganSwap,quiteAbit,4,slightlyNotAtAll,1,quiteAbit,4,quiteAbit,4,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,0,25,22to25,maintain,4,0,0,0,0,neutral,3,0,neutral,3,0,stronglyDisagree,1,0,neutral,3,0,neutral,3,0,neutral,3,0,0,NA,-0.686745927,-0.362418864,-2.546271925,-0.137056821,-0.421299207,-2.035257267,-0.569360532,-0.581860568,-1.015249203,-1.047767467,-1.031508335,-0.917533889,-0.803559443,-0.727576478
1181,babyAnimalsCTA3,part1,cute,cta3,babyAnimals,moderately,3,aLittle,2,quiteAbit,4,moderately,3,aLittle,2,aLittle,2,slightlyNotAtAll,1,1,43,41to45,maintain,4,0,0,0,0,agree,4,1,disagree,2,0,stronglyAgree,5,1,stronglyAgree,5,1,disagree,2,0,stronglyAgree,5,1,0,NA,0.315647196,-1.335267007,1.372584911,1.582806683,-1.356916432,0.850255503,-0.569360532,-0.581860568,0.540041529,-0.063671244,0.238185142,0.034736219,-0.168712704,-0.304345319
1182,choiceYoursCTA4,part1,compare,noCta,choiceYours,moderately,3,aLittle,2,moderately,3,aLittle,2,aLittle,2,slightlyNotAtAll,1,aLittle,2,0,30,26to30,somewhatIncrease,5,0,1,0,0,neutral,3,0,disagree,2,0,agree,4,1,disagree,2,0,neutral,3,0,agree,4,1,0,NA,-0.686745927,-1.335267007,0.392870702,-0.996988573,-0.421299207,-0.592500882,-0.569360532,-0.581860568,-0.646461626,-0.566848672,-0.606655149,-0.598893999,-0.59113285,-0.58595875
1183,babyAnimalsCTA2,part2,cute,cta2,babyAnimals,moderately,3,slightlyNotAtAll,1,aLittle,2,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,1,26,26to30,maintain,4,0,0,0,0,neutral,3,0,agree,4,1,agree,4,1,neutral,3,0,neutral,3,0,agree,4,1,0,NA,-0.686745927,0.61042928,0.392870702,-0.137056821,-0.421299207,-0.592500882,-0.569360532,-0.581860568,0.28874772,-0.566848672,-0.139050476,-0.248190494,-0.357330513,-0.430090525
1184,stuffEatCTA4,part1,lifestyle,noCta,stuffEat,quiteAbit,4,slightlyNotAtAll,1,moderately,3,aLittle,2,slightlyNotAtAll,1,aLittle,2,slightlyNotAtAll,1,1,29,26to30,maintain,4,0,0,0,0,agree,4,1,disagree,2,0,agree,4,1,agree,4,1,agree,4,1,stronglyAgree,5,1,0,NA,0.315647196,-1.335267007,0.392870702,0.722874931,0.514318018,0.850255503,-0.569360532,-0.581860568,-0.073173791,0.560073572,0.24344989,0.03868478,-0.16608033,-0.302590403
1185,weSameCTA1,part2,compare,cta1,weSame,slightlyNotAtAll,1,quiteAbit,4,moderately,3,aLittle,2,slightlyNotAtAll,1,moderately,3,slightlyNotAtAll,1,0,19,21orYounger,maintain,4,0,0,0,0,agree,4,1,agree,4,1,agree,4,1,agree,4,1,neutral,3,0,agree,4,1,1,NA,0.315647196,0.61042928,0.392870702,0.722874931,-0.421299207,-0.592500882,1.755677982,-0.581860568,0.575391638,-0.232717631,0.171337003,0.275229929,0.379122855,0.448384806
1186,choiceYoursCTA2,part1,compare,cta2,choiceYours,slightlyNotAtAll,1,extremely,5,moderately,3,slightlyNotAtAll,1,extremely,5,slightlyNotAtAll,1,extremely,5,1,44,41to45,greatlyDecrease,2,1,0,0,1,stronglyAgree,5,1,agree,4,1,stronglyAgree,5,1,stronglyAgree,5,1,stronglyAgree,5,1,stronglyAgree,5,1,1,NA,1.318040319,0.61042928,1.372584911,1.582806683,1.449935243,0.850255503,1.755677982,1.717958921,1.188606958,1.206077022,1.19734199,1.332211105,1.467080221,1.556992964
1187,loseAppetiteCTA1,part2,cruel,cta1,loseAppetite,slightlyNotAtAll,1,extremely,5,aLittle,2,aLittle,2,quiteAbit,4,extremely,5,extremely,5,0,28,26to30,somewhatDecrease,3,1,0,0,0,neutral,3,0,disagree,2,0,agree,4,1,agree,4,1,disagree,2,0,agree,4,1,0,NA,-0.686745927,-1.335267007,0.392870702,0.722874931,-1.356916432,-0.592500882,-0.569360532,1.717958921,-0.073173791,-0.87872108,-0.475947436,-0.213385778,0.049175879,0.224216984
1188,happyFreeCTA3,part2,compare,cta3,happyFree,slightlyNotAtAll,1,moderately,3,moderately,3,slightlyNotAtAll,1,moderately,3,slightlyNotAtAll,1,moderately,3,0,18,21orYounger,somewhatIncrease,5,0,1,0,0,neutral,3,0,agree,4,1,agree,4,1,disagree,2,0,agree,4,1,stronglyAgree,5,1,0,NA,-0.686745927,0.61042928,0.392870702,-0.996988573,0.514318018,0.850255503,-0.569360532,-0.581860568,0.002103803,0.225942531,0.114023167,-0.058385262,-0.230793691,-0.345732644
1189,bennyCTA2,part2,cruel,cta2,benny,slightlyNotAtAll,1,extremely,5,moderately,3,slightlyNotAtAll,1,moderately,3,quiteAbit,4,quiteAbit,4,1,37,36to40,somewhatDecrease,3,1,0,0,0,disagree,2,0,stronglyAgree,5,1,agree,4,1,neutral,3,0,neutral,3,0,stronglyAgree,5,1,1,NA,-1.68913905,1.583277423,0.392870702,-0.137056821,-0.421299207,0.850255503,1.755677982,1.717958921,0.613030435,-0.420060918,0.096484758,0.506568182,0.916651605,1.190040554
1190,henHellCTA1,part1,cruel,cta1,henHell,moderately,3,extremely,5,moderately,3,aLittle,2,quiteAbit,4,moderately,3,extremely,5,0,34,31to35,somewhatDecrease,3,1,0,0,0,stronglyAgree,5,1,stronglyAgree,5,1,stronglyAgree,5,1,stronglyAgree,5,1,stronglyAgree,5,1,stronglyAgree,5,1,0,NA,1.318040319,1.583277423,1.372584911,1.582806683,1.449935243,0.850255503,-0.569360532,1.717958921,1.512889672,1.206077022,1.359483347,1.163187309,0.966891271,0.836027245
1191,controlCTA2,part2,control,cta2,control,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,0,27,26to30,maintain,4,0,0,0,0,neutral,3,0,stronglyAgree,5,1,stronglyAgree,5,1,stronglyAgree,5,1,agree,4,1,stronglyAgree,5,1,0,NA,-0.686745927,1.583277423,1.372584911,1.582806683,0.514318018,0.850255503,-0.569360532,-0.581860568,1.512889672,0.225942531,0.869416102,0.508159439,0.146902776,-0.093934999
1192,controlCTA4,part1,control,noCta,control,quiteAbit,4,aLittle,2,quiteAbit,4,aLittle,2,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,1,32,31to35,maintain,4,0,0,0,0,stronglyAgree,5,1,agree,4,1,stronglyAgree,5,1,neutral,3,0,agree,4,1,stronglyAgree,5,1,0,NA,1.318040319,0.61042928,1.372584911,-0.137056821,0.514318018,0.850255503,-0.569360532,-0.581860568,0.615319123,0.894204613,0.754761868,0.422168764,0.089575659,-0.132153077
1193,bennyCTA3,part1,cruel,cta3,benny,slightlyNotAtAll,1,moderately,3,aLittle,2,slightlyNotAtAll,1,quiteAbit,4,quiteAbit,4,quiteAbit,4,1,37,36to40,maintain,4,0,0,0,0,agree,4,1,agree,4,1,disagree,2,0,disagree,2,0,neutral,3,0,agree,4,1,0,NA,0.315647196,0.61042928,-1.566557716,-0.996988573,-0.421299207,-0.592500882,-0.569360532,-0.581860568,-0.651039003,-0.232717631,-0.441878317,-0.475311375,-0.508744434,-0.531033139
1194,happyFreeCTA2,part1,compare,cta2,happyFree,moderately,3,quiteAbit,4,quiteAbit,4,quiteAbit,4,extremely,5,moderately,3,extremely,5,1,38,36to40,maintain,4,0,0,0,0,stronglyAgree,5,1,disagree,2,0,agree,4,1,disagree,2,0,stronglyAgree,5,1,stronglyAgree,5,1,0,NA,1.318040319,-1.335267007,0.392870702,-0.996988573,1.449935243,0.850255503,-0.569360532,-0.581860568,-0.646461626,1.206077022,0.279807698,0.065953136,-0.147901426,-0.290471134
1195,veganSwapCTA4,part1,lifestyle,noCta,veganSwap,moderately,3,slightlyNotAtAll,1,aLittle,2,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,slightlyNotAtAll,1,0,55,51orOlder,maintain,4,0,0,0,0,disagree,2,0,disagree,2,0,disagree,2,0,disagree,2,0,neutral,3,0,agree,4,1,0,NA,-1.68913905,-1.335267007,-1.566557716,-0.996988573,-0.421299207,-0.592500882,-0.569360532,-0.581860568,-1.299604432,-0.900979713,-1.100292072,-0.969121692,-0.837951311,-0.750504391
1196,controlCTA1,part1,control,cta1,control,aLittle,2,slightlyNotAtAll,1,aLittle,2,aLittle,2,slightlyNotAtAll,1,slightlyNotAtAll,1,aLittle,2,1,24,22to25,maintain,4,0,0,0,0,agree,4,1,agree,4,1,agree,4,1,agree,4,1,agree,4,1,stronglyAgree,5,1,0,NA,0.315647196,0.61042928,0.392870702,0.722874931,0.514318018,0.850255503,-0.569360532,-0.581860568,0.575391638,0.560073572,0.567732605,0.281896816,-0.003938973,-0.194496165
